Id,target
40590,0
109754,0
69268,0
116802,0
144124,0
81626,0
84955,1
70329,0
134482,1
31517,0
79941,0
10433,0
107926,0
64453,0
42970,0
137598,0
4874,0
10865,0
20701,0
87114,0
129604,0
11687,0
5165,0
100313,1
9257,0
31872,0
86015,0
30683,0
73242,0
78047,0
31633,0
26024,0
9727,0
122532,0
99295,0
110586,0
63133,0
16598,0
97766,0
58115,0
115212,1
70190,1
52167,0
70989,0
104017,0
131934,0
44588,0
123394,0
9053,0
29139,0
79366,0
58824,0
84928,0
101578,0
69916,0
65848,0
98525,0
145114,0
93065,0
139055,1
44632,1
82496,1
93844,0
22949,0
15983,0
36912,0
70725,0
106397,1
126644,0
61012,0
44815,0
38197,0
54406,0
66741,0
74390,0
21006,0
59617,0
47126,0
69568,0
74270,0
120517,0
2273,0
66028,1
12094,0
20707,0
135473,0
109426,0
112699,0
135568,0
57300,0
128238,0
79380,0
127496,0
105354,0
96015,0
67361,0
63756,0
87919,1
24477,0
123904,0
55335,0
81667,0
90252,0
46475,0
123550,0
109086,0
38968,0
33555,0
31512,0
105116,0
3555,1
116748,1
633,0
111016,0
102851,0
3466,0
113206,0
29339,0
56313,0
140172,0
46553,0
47895,0
20768,0
54673,0
108773,0
45649,0
135477,0
108519,0
2323,0
68228,0
98290,0
72331,0
79725,0
105562,0
100360,0
41158,0
48568,1
66264,0
114101,0
126000,0
82167,0
46432,0
108682,0
129203,0
1283,0
14024,0
15666,0
88944,0
3108,0
54091,0
138540,0
2242,0
67752,0
110628,0
51822,0
70015,0
57623,0
132103,0
19866,0
143486,1
99423,0
18133,0
56027,0
127271,0
8023,0
132362,0
134545,0
10291,0
27119,0
52852,0
9396,0
146188,0
68083,0
129926,0
138901,0
2764,0
4112,0
58622,0
57971,0
26031,1
59316,0
71524,0
5611,0
146277,0
69034,0
40321,0
32364,1
131311,0
106066,1
105644,0
18381,0
131883,0
145906,0
41461,0
66434,0
23660,0
51642,0
124438,0
64920,0
132546,0
33898,0
132560,0
76891,0
13743,1
43049,0
107791,1
9795,0
61106,0
82239,0
59733,0
96716,0
42957,0
80071,0
112169,1
97871,0
58309,0
71347,0
39277,0
28354,0
66311,0
13016,0
19048,0
16770,0
52690,0
68610,0
57527,0
40234,0
29048,0
117456,0
73654,0
134607,0
97596,0
138294,0
24013,0
102680,0
94379,1
131151,1
77794,0
101991,0
81725,0
10538,0
24775,0
27282,0
1949,0
96992,0
44595,0
28876,0
93588,0
130693,0
123228,0
149587,0
82043,0
28344,0
128994,0
20083,0
34436,0
136512,0
138084,0
93879,0
76708,0
132429,0
67385,0
13237,0
124378,0
40628,0
126687,0
105128,0
134724,0
14859,0
48367,0
131428,0
107658,0
87145,0
123736,0
56993,1
57046,0
75509,0
61306,0
100027,0
72631,0
396,0
70199,0
137994,0
25409,0
60678,0
43038,0
9319,0
79839,0
85226,0
53502,0
48826,0
96239,0
116288,0
134717,0
43089,0
21236,0
9115,0
51242,0
91525,0
145037,0
48287,0
130662,0
11513,0
81337,0
56878,0
64643,0
43565,0
18054,1
115650,0
42488,1
15998,0
118147,0
20062,0
145027,0
13542,0
20014,1
100809,0
62788,0
5418,0
83402,0
96326,0
23524,0
87086,1
77650,0
89099,0
75822,0
133060,0
79381,0
86216,0
48043,0
36739,0
2497,0
105643,0
136916,0
104883,0
134912,0
85223,0
120609,1
94259,0
89018,0
103525,0
6313,0
71962,0
128005,1
11311,0
25606,1
66670,0
79339,0
92387,0
61701,0
109095,0
56050,0
33058,0
142769,1
61680,1
49150,0
131133,0
67708,0
16173,0
44218,0
98790,0
121230,0
147449,0
74614,0
89242,0
113095,0
132921,0
128020,0
83168,0
125390,0
96779,0
131528,0
97061,0
132517,0
59762,0
137243,0
104208,1
131655,0
41506,0
147849,0
19013,0
126213,0
101325,0
74040,1
25309,0
36555,1
41154,0
36392,0
97118,0
47261,0
468,0
51193,0
53461,0
22877,0
149778,1
2718,0
73412,0
141185,0
52710,0
67242,0
63498,0
121605,0
43684,0
114580,0
75025,0
57114,0
44446,0
11211,0
52762,1
57999,1
55377,0
82006,0
89246,0
86755,0
27271,0
116764,0
6970,0
38866,0
70489,0
106906,0
117949,0
38222,0
101895,0
69542,0
38511,0
26454,0
120199,0
6292,1
58962,0
143872,0
49907,0
117165,0
143155,0
6595,0
100357,0
35662,0
26126,0
58120,0
128629,0
14155,0
41592,0
135719,0
45430,0
18241,0
15364,0
85355,0
103384,0
139886,0
78711,0
66368,0
7173,1
11143,0
121050,0
47657,0
60017,0
40561,0
112336,0
97161,0
58460,1
54334,0
23216,1
135505,0
120365,0
80061,0
17666,0
97775,0
124709,0
43753,0
67990,0
136250,0
63078,0
89853,0
29887,0
131369,0
88306,0
122674,0
88917,0
135180,0
9545,0
62159,0
66049,0
55306,0
27081,0
63346,0
23079,1
52444,0
55060,0
68428,0
71319,0
43334,0
56219,0
26597,0
63264,0
111379,0
26834,0
66997,0
81846,0
127622,0
78795,1
143609,0
109987,0
55559,1
117242,0
96927,0
47700,0
44953,0
68085,0
85182,0
74932,0
40020,1
51014,0
21715,0
55022,1
9952,0
967,1
46265,0
27543,0
11317,0
115539,0
143305,0
99405,0
40661,0
117170,0
112972,0
7964,0
114081,1
99851,0
80458,0
135240,0
25935,0
127355,0
37215,0
10993,0
124080,0
33471,0
36564,0
55904,0
69229,0
92837,1
102433,0
108259,1
107255,0
81309,0
28782,0
29087,0
102945,0
101726,0
70893,0
122129,0
3405,0
21637,0
832,0
73379,0
4842,0
63580,0
114527,0
129155,0
61797,0
93631,0
128872,0
33575,0
84528,0
40131,0
146758,0
24407,0
77372,0
3341,0
24234,0
5952,0
140692,0
141838,0
132620,0
90450,0
39880,0
88809,0
130506,0
100173,0
141439,0
40307,0
7493,0
73015,0
90965,0
80047,0
62194,1
128620,1
114589,0
64633,0
9637,0
27848,0
24990,1
119648,0
102939,0
120414,0
145168,0
105290,0
120348,0
10710,0
98572,1
102454,0
82569,0
90689,0
108740,0
148056,0
31304,0
147027,0
59531,0
6819,1
139967,0
8415,0
41799,0
37140,0
64120,0
138925,0
49842,0
108422,0
45630,0
65200,0
48664,0
144518,0
4312,0
127901,0
189,0
16623,0
72254,0
120995,0
10300,0
126963,0
79121,1
148970,0
35055,0
5580,0
92969,0
21980,0
116550,0
75316,0
17540,0
110015,0
79818,0
407,0
137002,0
62324,1
78469,0
44627,0
114175,0
95385,0
111279,0
24301,0
88264,0
37651,0
56353,0
125939,0
139117,0
5803,0
92715,0
18313,0
134375,0
123020,0
132538,0
130028,0
76823,0
59491,0
112637,0
36084,0
146053,1
23515,0
64167,0
71465,0
134935,0
48227,0
96215,0
93033,0
49474,0
135634,0
55383,0
54831,0
58608,0
113117,0
13072,0
70248,1
126691,0
122771,0
137053,0
64925,0
41061,0
26398,0
133088,0
125972,0
137978,0
2765,0
95060,0
87887,0
92421,0
78577,0
43183,0
94893,0
24902,0
51577,0
28504,0
98697,0
28759,0
104827,0
22093,0
128512,0
133061,0
126442,0
50592,0
137064,0
130093,0
141868,0
75928,0
94015,0
99001,0
32937,0
60227,1
57783,0
8363,0
35999,0
12206,0
110559,0
94917,0
109853,0
98296,1
16426,0
17071,0
135102,0
42445,0
14382,0
9828,0
132562,0
25316,0
49428,0
113649,0
8135,0
38612,0
55518,0
100769,0
70655,0
44363,1
14991,0
10679,0
4174,1
99235,0
126650,0
24426,0
34073,0
126790,0
146707,0
124204,0
73616,0
76656,0
89309,1
99786,0
40123,0
13775,0
78920,0
141371,0
80724,0
127639,0
13376,0
111862,1
113873,0
66401,0
117788,1
7543,0
71005,0
64729,0
61910,0
69372,0
1927,0
145854,0
104657,0
46422,0
83499,0
124382,0
101812,0
7681,0
65119,0
48124,0
130059,0
91097,0
24868,0
89047,0
48555,0
50630,0
54223,0
45450,0
36113,1
62690,1
126542,0
95232,0
148224,0
77988,1
83058,0
140902,0
51453,0
65817,0
29694,0
82824,0
134348,0
103899,1
75462,0
35824,0
63534,0
71317,0
10384,0
99306,0
80319,0
149693,0
81161,1
66199,0
33958,0
44056,0
43537,1
53344,0
94639,0
136562,0
139202,0
70915,0
136993,0
26866,0
137940,0
59573,0
53805,0
30885,0
84054,0
69971,0
121900,0
37659,0
113633,0
130676,0
23987,0
7834,0
116526,0
16127,0
109012,0
99848,0
29665,0
120861,0
73004,0
126016,0
2834,0
10128,0
105849,0
71761,0
105635,0
119085,0
21080,0
16723,0
91246,0
57436,0
62119,0
110269,0
42727,1
15937,0
41691,0
41444,0
60013,1
134368,0
20101,0
90318,0
77140,0
95117,0
70571,0
138876,0
10534,0
81605,0
32109,0
85535,1
67445,0
102158,0
35441,0
121663,0
99153,0
83242,0
138663,0
585,1
143200,0
115578,0
85186,0
19867,0
62273,0
50685,0
76231,0
93246,0
18719,0
5446,0
116745,0
73465,0
65905,0
108031,0
27686,0
25066,0
55803,0
148408,0
136701,0
102971,0
70242,1
41822,1
71759,0
137151,0
43572,0
29641,0
461,0
98899,0
39331,0
62978,0
99326,0
78906,0
60401,0
101601,0
59958,0
17361,0
64097,0
135453,0
70723,0
31845,0
11345,0
61737,0
77245,0
106533,0
147765,0
132980,0
13378,0
140313,0
135879,0
24730,0
51493,0
55155,0
127359,0
47478,0
119666,1
31288,0
1226,0
39948,0
23198,0
109218,0
3574,0
142519,0
34000,0
116398,0
133786,0
33525,0
39485,0
102460,0
108187,0
98015,0
147213,0
94439,0
37214,0
80750,0
27060,0
88177,0
507,0
70828,0
43425,0
86190,0
120680,0
69819,0
84365,0
62486,0
138037,0
113205,0
119204,0
10819,0
61763,0
123853,0
78811,0
132648,0
59643,0
67357,0
103456,0
3901,0
126121,0
99845,0
145538,0
140526,0
113069,0
138972,0
56685,0
45048,0
117777,0
27207,0
7986,0
39994,0
79918,0
66861,0
23150,0
70437,0
59492,1
48922,0
5365,0
111044,0
6756,0
91112,0
29681,0
33622,0
95128,0
138644,0
52095,0
98807,0
100195,0
110897,0
93702,0
52696,0
17219,0
65959,1
104779,0
14676,0
124027,0
137673,0
124339,0
88836,0
3822,0
58400,0
7154,1
82314,0
89489,0
57275,0
96994,0
101702,0
144834,0
10334,0
80690,0
2895,0
26527,0
29783,0
27631,0
38506,0
111645,0
55962,1
99354,0
58058,0
21429,0
18430,0
5455,0
10599,0
60485,0
23534,0
44634,0
19216,0
91323,0
46715,0
129740,0
128665,0
149810,1
134235,0
108162,0
64586,0
26744,0
72253,0
82692,0
130140,0
33570,0
89990,0
27423,0
88667,0
54014,0
46878,0
48268,0
46502,0
86096,0
22999,0
60247,0
32704,0
113982,1
99880,0
42321,0
139257,0
73500,0
95946,0
56445,0
48771,0
90009,0
29874,0
90544,0
138456,0
43312,0
121828,0
75791,0
15190,0
138244,0
112346,0
14181,0
12813,0
77715,0
147366,0
84204,0
134060,0
5189,0
58834,0
124157,0
147575,0
143576,0
57120,0
59450,0
116909,0
27828,0
120675,0
3789,0
16419,0
128105,0
85172,0
8568,0
104674,0
80356,0
57487,0
96176,0
56482,0
1769,0
120212,0
112218,0
88833,0
32523,0
45239,0
84094,0
55354,0
90888,0
10556,0
36211,0
36345,0
36065,0
4965,1
76409,0
67449,0
62016,0
136744,0
145804,0
105840,0
32975,0
96108,0
2929,0
29000,0
99575,1
32714,0
25916,0
101236,0
130409,0
147799,0
45218,0
72250,0
134627,0
3273,0
2698,0
136359,0
6275,0
10159,0
65968,0
8134,0
45458,0
46013,0
28132,0
81372,0
41113,1
119090,0
12009,0
83010,0
24004,0
149536,0
136801,1
73529,0
25578,0
102658,0
114305,0
53673,0
34461,0
124315,1
146754,0
39863,0
100373,0
67836,0
61719,0
144753,0
136864,0
66173,0
70174,0
11570,0
79481,0
107763,0
104042,0
114473,0
18715,0
134971,0
141393,0
68521,1
135544,0
43419,1
27256,0
36499,0
50310,0
1641,0
111524,0
27534,0
105094,0
90043,1
101626,0
29162,0
96279,0
139810,1
41838,0
103441,0
21396,0
102543,0
56775,0
57210,0
136985,0
149010,0
145934,0
40347,0
107012,1
130537,0
96708,0
4344,0
134111,0
53432,0
33636,0
28349,0
88007,0
27150,0
34414,0
41920,0
7675,0
83490,0
9543,0
78449,0
83612,0
25274,0
134707,0
71650,0
92592,0
21789,0
98210,0
62599,0
101800,0
30974,0
43185,0
80775,0
39825,0
3603,0
59419,0
18959,0
7551,0
116692,0
73454,0
123623,0
27840,0
71480,0
96919,0
132642,0
54852,0
110995,0
60494,0
107311,0
29002,0
1157,0
38316,0
36485,0
10740,0
5871,1
16229,0
51723,0
71850,0
55366,0
33880,1
27938,0
148921,0
104734,0
105887,0
33752,0
99136,0
40086,0
43011,0
2094,0
70584,0
127278,1
30756,0
34860,0
57368,0
91553,0
8090,0
92620,0
54585,0
33511,0
85112,0
72759,0
88311,1
58251,0
98569,0
95908,0
138226,0
17255,0
107134,0
125164,0
5696,0
10160,0
133166,1
5009,0
46727,0
79303,0
66382,0
73994,0
7205,0
37441,0
134305,0
70730,0
137939,0
61904,1
59539,0
69047,0
117114,1
90423,0
119268,0
41744,0
69721,1
53664,1
132243,0
107239,0
149968,1
129553,0
56314,0
141328,0
84257,1
132651,0
98206,0
11164,0
94133,0
100045,0
39324,0
42630,0
125812,0
85921,0
74594,0
137711,0
85407,0
116051,0
66996,0
141098,0
99170,0
107988,0
123634,0
121322,0
63779,0
77265,0
8409,0
123883,0
67484,0
126403,0
118828,0
80622,0
45461,0
140751,0
13951,0
61609,0
96688,0
130310,0
138998,0
101884,0
29933,0
4928,0
131743,0
117512,0
83118,0
3656,1
1381,0
121966,0
87596,0
57643,0
32892,0
78395,0
69896,0
105898,0
113946,0
115119,0
93107,0
109211,0
52920,0
109325,0
116165,0
90025,0
88370,0
25633,0
110596,0
122575,0
93299,0
132073,0
105521,0
78800,0
124329,0
68246,0
86471,0
29462,0
120204,0
10012,1
66360,1
95066,0
126725,0
131854,0
77282,1
119,0
93022,0
46690,1
104587,0
39533,0
116563,0
119969,0
120164,0
108553,1
91198,0
105608,0
54001,0
5523,0
121839,0
16379,0
67214,1
95438,0
101685,0
38449,0
38818,0
143948,0
116628,0
107071,1
67394,0
70928,1
34128,0
83335,0
67417,0
52176,0
98886,0
118039,0
149622,0
48609,0
127814,0
61455,0
31923,0
34331,0
93848,0
43497,1
18093,0
17562,0
79945,0
86800,1
9500,0
138917,0
19603,0
29513,0
19479,0
130404,0
141812,0
94227,0
132967,0
59790,0
147215,0
114289,0
41577,0
42696,0
23888,0
19224,0
17070,0
47817,0
37872,0
149310,0
112885,0
59723,0
4970,0
50368,0
9362,1
122450,0
59994,0
28574,1
25141,0
124326,0
80336,0
140936,0
60219,0
125656,0
4398,0
127498,0
36895,0
12616,0
115822,0
147168,0
29572,0
55507,0
39669,1
125666,0
147434,0
7795,0
140705,0
149671,0
91183,0
73247,0
139217,1
32474,0
67209,0
132805,0
61960,0
16162,0
71071,0
43746,0
49163,0
123697,1
15035,0
84749,0
58143,0
5980,0
104583,0
109779,0
110189,0
36872,0
61346,0
84100,0
100033,0
72377,0
89981,0
44123,0
12277,0
118328,0
8848,0
84785,0
132205,0
31643,0
69953,0
12611,0
34548,0
12111,1
29728,0
108186,0
94304,0
41631,0
90654,0
35411,0
55599,0
69653,1
107151,0
76173,0
118972,0
5219,0
114384,1
112362,0
41370,0
76084,0
75557,1
135689,0
8884,0
124934,0
81989,0
88868,0
26184,1
47691,0
120375,0
85612,0
55455,0
39867,0
3346,0
136705,0
8157,0
49239,0
11739,0
65917,1
126757,0
76209,0
132189,0
126852,0
49636,0
146834,0
22176,0
119167,0
6502,0
77814,0
57498,1
40003,0
123117,0
7020,0
72294,0
29355,0
8478,0
21421,0
3892,0
1529,0
107316,0
62417,0
57078,0
122257,0
61028,0
43889,0
69314,0
132112,0
91927,0
123351,0
144594,0
120125,0
88958,0
133288,0
102074,0
141460,0
8701,0
104786,0
80751,0
74815,0
63141,0
42929,0
6854,0
96081,0
53971,0
72039,0
143839,0
63495,0
126646,0
129474,0
6328,0
110921,0
33384,0
71170,0
59016,0
40895,0
28101,1
37997,0
55862,0
135955,1
83462,0
134180,0
56136,0
146421,0
68827,0
82541,0
26070,0
4420,0
5164,0
99918,0
11568,0
19679,0
89060,0
118611,0
128350,0
25117,0
148518,0
93468,0
69932,0
129541,0
40912,1
142577,0
17535,0
47765,0
117850,0
110656,0
124621,0
35428,0
34937,0
58275,0
70226,0
51419,0
64808,0
20098,0
132902,1
83399,0
119021,0
124850,0
8800,0
4934,0
80216,0
87508,0
88417,0
140471,0
96853,0
70932,0
9662,0
62583,0
106802,0
127148,0
60871,0
129635,0
69426,0
85501,0
8087,0
25269,0
70206,0
34784,0
44006,0
21085,1
15231,0
116071,0
32717,0
2885,0
72965,0
15956,0
73706,0
102278,0
40137,0
10959,0
139348,0
54409,0
85017,0
75356,0
105581,0
66775,0
121126,0
100690,0
100828,0
103403,0
121937,0
33394,0
68702,0
52310,0
129331,0
77160,0
145880,0
134773,0
83960,0
94571,0
120425,0
46094,0
129523,0
99098,0
50146,0
58891,0
47198,0
26943,0
120089,0
72722,0
59915,0
80970,0
7029,0
111308,0
23427,0
10834,0
123178,0
110671,0
31483,0
115523,0
699,0
7,0
81492,0
133737,0
39056,0
22751,0
39042,0
99293,0
2424,0
35062,1
9970,0
76006,0
60814,0
121285,1
87955,0
145464,0
56960,0
121467,0
101632,0
116040,0
138811,0
128869,0
87406,1
9608,1
71960,0
12528,0
49332,0
84287,0
142537,0
85028,0
53521,0
34312,0
69267,0
19811,0
78644,0
93208,0
149030,0
70812,0
146535,0
26395,0
36427,0
127029,0
34637,0
112282,0
51248,0
124212,0
19122,0
92039,0
114583,0
142898,0
44525,0
138216,0
143573,1
79498,0
38023,0
53019,0
74516,0
145927,0
69467,1
130915,0
69498,0
88055,0
67059,0
105069,0
107281,0
2097,0
99214,0
141214,0
8373,0
105467,1
110114,0
76496,0
81465,0
140119,0
99647,0
97995,0
46620,0
112013,0
6052,0
18036,0
113204,0
85019,0
142531,0
47743,0
113883,0
106815,0
9827,0
91646,1
60633,0
10638,1
127096,0
25405,0
94986,0
37841,0
6366,0
2790,0
79205,0
101295,0
18555,0
105660,0
34453,0
45578,0
143843,0
88785,0
103240,0
79514,0
123431,0
136975,0
46660,1
91336,0
29741,0
148482,0
55641,0
107451,0
26123,0
11728,0
118091,0
38198,0
118240,0
105566,0
50550,0
110250,0
67566,0
89587,0
25486,0
91328,0
47891,0
64605,0
17051,0
129533,0
67571,1
78324,0
78930,0
108971,0
30598,0
55537,0
67613,0
91541,0
102201,0
124084,0
17557,1
29105,0
97117,0
35553,0
29630,0
136248,0
132887,0
123842,0
45237,0
16758,0
64255,1
80964,0
7032,1
63654,0
29961,0
123412,0
111318,0
107121,1
125461,0
31238,0
129279,0
16280,0
76871,0
66223,0
88884,0
33036,0
82983,0
19627,1
41045,0
53342,0
64613,0
14589,0
37936,0
26185,0
48570,1
83790,0
25714,0
80134,0
24905,0
37468,0
1551,0
110219,0
111824,0
31542,0
132796,0
64839,0
63564,0
121704,0
84935,0
119692,0
62642,0
17476,0
46328,0
103364,0
32412,0
70360,0
109153,0
107132,0
79842,0
112680,0
26763,0
66205,0
91952,0
67374,0
112430,0
34839,0
34602,0
47341,0
19189,0
94782,0
68488,0
127299,1
66755,0
37163,0
102339,0
614,0
18825,0
138254,0
138272,0
3081,0
76850,0
5684,1
110384,0
136724,0
17472,0
26810,0
19991,0
88440,0
128185,0
90894,1
79341,0
71027,0
19204,0
39190,0
357,0
20403,0
89159,0
49335,0
121305,0
30627,0
10029,0
99827,0
11982,0
98664,0
113311,0
4552,0
53388,0
21714,0
34979,0
239,0
140942,0
119767,0
15593,0
55480,0
20495,0
22382,0
102361,0
93417,0
40963,0
85170,0
76545,0
78596,0
14971,0
23141,0
29419,0
50343,0
24164,0
21809,1
13149,0
126715,0
30395,0
41293,0
35875,0
75124,0
34807,0
142447,0
129267,0
123549,0
28041,0
59894,0
104098,1
40648,0
141977,0
44623,0
27409,0
34109,1
56904,0
51369,0
129932,0
40649,0
68934,0
43741,0
9805,0
10670,0
136211,0
11427,0
74840,0
5766,0
93903,0
135967,0
28095,0
118060,0
40120,0
94620,0
86520,0
137801,0
90130,0
50510,0
11069,0
63738,0
131424,0
127303,1
4062,0
134329,0
75499,0
11988,0
93942,0
139294,0
19829,0
34514,1
39131,0
58163,0
98753,0
102309,0
52493,0
139524,0
2772,0
3897,0
13765,0
42151,0
3879,0
118031,0
36933,0
136428,0
19179,0
37913,0
132908,0
124148,0
131544,0
23698,0
89701,0
13056,0
79934,0
16108,0
118727,0
60268,0
54734,0
52860,0
76541,0
95872,0
76809,0
136057,0
39579,0
84779,0
126418,0
138375,0
9895,0
32980,0
6143,0
76321,0
23503,0
140617,0
43439,0
4828,0
98646,0
101941,0
60703,0
137581,0
134647,0
144694,0
119018,0
13400,0
36367,0
130873,1
93684,0
125668,0
7734,0
102927,0
102468,0
140995,0
118982,0
138454,0
10899,0
115820,0
3375,0
141200,0
25506,0
44329,1
36256,0
56587,0
108881,0
40092,0
146352,0
128942,0
3481,0
35231,0
95593,0
82289,0
120314,0
121519,0
144709,0
135020,0
138475,0
105087,0
102523,0
521,0
126598,1
40985,0
6878,0
256,0
102264,0
52935,0
79923,0
15831,0
65804,0
146379,0
59970,0
1099,0
52180,0
81792,0
15016,0
77617,0
116903,0
146067,0
43714,0
119863,0
45255,0
123937,0
73395,0
79781,0
77590,0
137740,0
119054,0
104690,0
125375,0
63342,0
44755,0
117977,1
134917,0
3248,0
126434,0
136262,0
46522,0
111715,0
136575,1
67296,1
105892,0
88974,0
29879,0
110719,0
126010,0
99715,0
69471,0
23573,0
18027,0
84238,0
8243,0
31493,0
36237,0
130247,0
104096,0
41571,0
54249,0
7109,0
13529,0
6377,0
46604,0
136900,0
134595,0
127457,0
41340,0
117149,0
4367,0
145146,0
36317,0
64516,0
89189,0
87551,0
92203,0
105588,0
87136,0
63472,0
9407,0
89446,1
70049,0
18668,0
30226,0
19498,0
42832,0
84914,0
144165,0
9498,0
147989,0
27489,0
617,0
128882,0
130850,0
14313,0
16087,0
90482,0
143502,0
36929,0
108014,0
124536,0
43408,0
35970,0
116614,0
1239,0
57413,0
76799,0
2566,0
2841,0
31415,0
71428,0
65484,0
131367,0
106125,0
92572,0
93198,0
50983,0
26867,0
50398,0
120859,0
97321,0
79429,0
110150,0
73496,0
16652,0
102296,1
101992,0
107691,0
77877,0
91217,0
39240,0
46069,0
56629,0
39748,0
24195,0
79297,0
128823,0
61320,0
12303,0
30201,1
60779,0
137300,0
122870,0
60275,0
2101,0
47411,0
34215,0
74206,0
93362,0
36905,0
42498,0
84405,0
10357,0
43554,0
106134,0
41925,0
137494,0
34448,0
137119,1
81606,0
90993,0
33085,0
28179,0
107867,0
127867,0
123498,0
26715,0
149307,0
59301,0
79083,0
62933,0
131604,0
65534,1
46141,0
117485,0
115994,0
32222,0
103204,0
28671,1
38637,0
15874,1
13473,0
126723,0
83423,0
117283,0
92432,0
46327,0
133165,0
9690,0
37740,0
30237,0
117342,0
28669,0
82429,0
97920,0
112275,0
47262,0
133343,1
83559,1
108063,0
13284,0
125695,0
36348,0
133193,0
25597,0
137848,0
45351,1
41030,0
33279,0
12761,0
78170,0
29884,0
52565,0
18340,0
125405,0
130939,0
91988,0
79022,0
105860,0
140205,0
86762,0
56076,0
48564,0
23058,0
42827,1
109066,0
41107,0
39722,0
6511,0
47786,0
93009,0
112091,0
55445,0
72135,0
34383,0
24446,0
79154,0
111032,0
103704,0
45297,0
138894,0
113582,0
96713,1
27786,0
34033,0
137141,0
55450,1
68617,0
130615,0
144286,0
21388,0
131698,0
102277,0
55142,0
9818,0
142785,0
94225,0
61501,0
15663,0
103996,0
90232,0
142860,0
2259,0
89712,0
95943,0
119624,0
25807,0
5101,0
15343,0
30476,0
40121,0
25102,0
43317,0
126244,0
148806,0
26408,0
142088,0
15084,0
140843,0
132382,0
53187,0
1092,0
80138,0
84315,0
98948,0
101271,0
124818,0
17346,0
80983,0
63657,0
132069,0
42063,0
60159,0
27351,0
145815,0
74795,0
142483,0
69077,0
31375,0
86074,0
82086,1
73592,0
28991,0
94449,0
60386,0
78303,0
118470,1
122102,0
126615,0
145616,0
80020,0
112646,0
93064,0
44624,0
77335,0
69520,1
69844,0
30818,0
51773,0
113382,0
70560,0
7836,1
80452,0
97862,0
29094,0
140207,1
12879,1
107188,0
73582,0
5495,0
65064,0
137488,1
5387,0
34871,0
5029,0
92768,0
12814,0
48240,0
26682,0
67789,0
104099,0
122353,0
100722,0
84266,0
77743,0
62068,0
138316,0
30414,0
67942,0
14242,0
133627,0
75856,0
143870,0
49088,1
111109,0
63359,0
148429,0
20151,0
97359,0
133106,0
83324,0
146100,0
55413,0
81683,1
23774,0
78000,0
120223,0
80232,0
58950,0
535,0
98611,0
58696,1
65409,0
66804,0
7115,0
100018,0
78891,0
36232,0
5226,1
109075,0
61929,0
29689,0
42231,0
122795,0
96549,0
141695,0
36262,0
64692,0
93762,0
58010,0
92444,0
35420,0
44445,0
38779,0
6514,0
2167,0
39602,0
145933,0
40294,0
14266,0
42444,0
128718,0
48497,0
19066,0
76707,0
113788,0
112011,0
15646,0
119031,0
120836,0
77585,0
18916,0
91876,1
36774,0
117531,0
108160,1
23370,0
130402,0
149923,0
93029,0
77725,0
96500,0
54468,0
105338,0
147443,0
31060,1
78573,0
72781,0
11818,0
35427,0
104839,0
31604,0
124457,0
118469,0
81264,0
