,id,churn_probability
310,70309,-1
311,70310,-1
312,70311,-1
313,70312,-1
314,70313,-1
315,70314,-1
316,70315,-1
317,70316,-1
318,70317,-1
319,70318,-1
320,70319,-1
321,70320,-1
322,70321,-1
323,70322,-1
324,70323,-1
325,70324,-1
326,70325,-1
327,70326,-1
328,70327,-1
329,70328,-1
330,70329,-1
331,70330,-1
332,70331,-1
333,70332,-1
334,70333,-1
335,70334,-1
336,70335,-1
337,70336,-1
338,70337,-1
339,70338,-1
340,70339,-1
341,70340,-1
342,70341,-1
343,70342,-1
344,70343,-1
345,70344,-1
346,70345,-1
347,70346,-1
348,70347,-1
349,70348,-1
350,70349,-1
351,70350,-1
352,70351,-1
353,70352,-1
354,70353,-1
355,70354,-1
356,70355,-1
357,70356,-1
358,70357,-1
359,70358,-1
360,70359,-1
361,70360,-1
362,70361,-1
363,70362,-1
364,70363,-1
365,70364,-1
366,70365,-1
367,70366,-1
368,70367,-1
369,70368,-1
370,70369,-1
371,70370,-1
372,70371,-1
373,70372,-1
374,70373,-1
375,70374,-1
376,70375,-1
377,70376,-1
378,70377,-1
379,70378,-1
380,70379,-1
381,70380,-1
382,70381,-1
383,70382,-1
384,70383,-1
385,70384,-1
386,70385,-1
387,70386,-1
388,70387,-1
389,70388,-1
390,70389,-1
391,70390,-1
392,70391,-1
393,70392,-1
394,70393,-1
395,70394,-1
396,70395,-1
397,70396,-1
398,70397,-1
399,70398,-1
400,70399,-1
401,70400,-1
402,70401,-1
403,70402,-1
404,70403,-1
405,70404,-1
406,70405,-1
407,70406,-1
408,70407,-1
409,70408,-1
410,70409,-1
411,70410,-1
412,70411,-1
413,70412,-1
414,70413,-1
415,70414,-1
416,70415,-1
417,70416,-1
418,70417,-1
419,70418,-1
420,70419,-1
421,70420,-1
422,70421,-1
423,70422,-1
424,70423,-1
425,70424,-1
426,70425,-1
427,70426,-1
428,70427,-1
429,70428,-1
430,70429,-1
431,70430,-1
432,70431,-1
433,70432,-1
434,70433,-1
435,70434,-1
436,70435,-1
437,70436,-1
438,70437,-1
439,70438,-1
440,70439,-1
441,70440,-1
442,70441,-1
443,70442,-1
444,70443,-1
445,70444,-1
446,70445,-1
447,70446,-1
448,70447,-1
449,70448,-1
450,70449,-1
451,70450,-1
452,70451,-1
453,70452,-1
454,70453,-1
455,70454,-1
456,70455,-1
457,70456,-1
458,70457,-1
459,70458,-1
460,70459,-1
461,70460,-1
462,70461,-1
463,70462,-1
464,70463,-1
465,70464,-1
466,70465,-1
467,70466,-1
468,70467,-1
469,70468,-1
470,70469,-1
471,70470,-1
472,70471,-1
473,70472,-1
474,70473,-1
475,70474,-1
476,70475,-1
477,70476,-1
478,70477,-1
479,70478,-1
480,70479,-1
481,70480,-1
482,70481,-1
483,70482,-1
484,70483,-1
485,70484,-1
486,70485,-1
487,70486,-1
488,70487,-1
489,70488,-1
490,70489,-1
491,70490,-1
492,70491,-1
493,70492,-1
494,70493,-1
495,70494,-1
496,70495,-1
497,70496,-1
498,70497,-1
499,70498,-1
500,70499,-1
501,70500,-1
502,70501,-1
503,70502,-1
504,70503,-1
505,70504,-1
506,70505,-1
507,70506,-1
508,70507,-1
509,70508,-1
510,70509,-1
511,70510,-1
512,70511,-1
513,70512,-1
514,70513,-1
515,70514,-1
516,70515,-1
517,70516,-1
518,70517,-1
519,70518,-1
520,70519,-1
521,70520,-1
522,70521,-1
523,70522,-1
524,70523,-1
525,70524,-1
526,70525,-1
527,70526,-1
528,70527,-1
529,70528,-1
530,70529,-1
531,70530,-1
532,70531,-1
533,70532,-1
534,70533,-1
535,70534,-1
536,70535,-1
537,70536,-1
538,70537,-1
539,70538,-1
540,70539,-1
541,70540,-1
542,70541,-1
543,70542,-1
544,70543,-1
545,70544,-1
546,70545,-1
547,70546,-1
548,70547,-1
549,70548,-1
550,70549,-1
551,70550,-1
552,70551,-1
553,70552,-1
554,70553,-1
555,70554,-1
556,70555,-1
557,70556,-1
558,70557,-1
559,70558,-1
560,70559,-1
561,70560,-1
562,70561,-1
563,70562,-1
564,70563,-1
565,70564,-1
566,70565,-1
567,70566,-1
568,70567,-1
569,70568,-1
570,70569,-1
571,70570,-1
572,70571,-1
573,70572,-1
574,70573,-1
575,70574,-1
576,70575,-1
577,70576,-1
578,70577,-1
579,70578,-1
580,70579,-1
581,70580,-1
582,70581,-1
583,70582,-1
584,70583,-1
585,70584,-1
586,70585,-1
587,70586,-1
588,70587,-1
589,70588,-1
590,70589,-1
591,70590,-1
592,70591,-1
593,70592,-1
594,70593,-1
595,70594,-1
596,70595,-1
597,70596,-1
598,70597,-1
599,70598,-1
600,70599,-1
601,70600,-1
602,70601,-1
603,70602,-1
604,70603,-1
605,70604,-1
606,70605,-1
607,70606,-1
608,70607,-1
609,70608,-1
610,70609,-1
611,70610,-1
612,70611,-1
613,70612,-1
614,70613,-1
615,70614,-1
616,70615,-1
617,70616,-1
618,70617,-1
619,70618,-1
620,70619,-1
621,70620,-1
622,70621,-1
623,70622,-1
624,70623,-1
625,70624,-1
626,70625,-1
627,70626,-1
628,70627,-1
629,70628,-1
630,70629,-1
631,70630,-1
632,70631,-1
633,70632,-1
634,70633,-1
635,70634,-1
636,70635,-1
637,70636,-1
638,70637,-1
639,70638,-1
640,70639,-1
641,70640,-1
642,70641,-1
643,70642,-1
644,70643,-1
645,70644,-1
646,70645,-1
647,70646,-1
648,70647,-1
649,70648,-1
650,70649,-1
651,70650,-1
652,70651,-1
653,70652,-1
654,70653,-1
655,70654,-1
656,70655,-1
657,70656,-1
658,70657,-1
659,70658,-1
660,70659,-1
661,70660,-1
662,70661,-1
663,70662,-1
664,70663,-1
665,70664,-1
666,70665,-1
667,70666,-1
668,70667,-1
669,70668,-1
670,70669,-1
671,70670,-1
672,70671,-1
673,70672,-1
674,70673,-1
675,70674,-1
676,70675,-1
677,70676,-1
678,70677,-1
679,70678,-1
680,70679,-1
681,70680,-1
682,70681,-1
683,70682,-1
684,70683,-1
685,70684,-1
686,70685,-1
687,70686,-1
688,70687,-1
689,70688,-1
690,70689,-1
691,70690,-1
692,70691,-1
693,70692,-1
694,70693,-1
695,70694,-1
696,70695,-1
697,70696,-1
698,70697,-1
699,70698,-1
700,70699,-1
701,70700,-1
702,70701,-1
703,70702,-1
704,70703,-1
705,70704,-1
706,70705,-1
707,70706,-1
708,70707,-1
709,70708,-1
710,70709,-1
711,70710,-1
712,70711,-1
713,70712,-1
714,70713,-1
715,70714,-1
716,70715,-1
717,70716,-1
718,70717,-1
719,70718,-1
720,70719,-1
721,70720,-1
722,70721,-1
723,70722,-1
724,70723,-1
725,70724,-1
726,70725,-1
727,70726,-1
728,70727,-1
729,70728,-1
730,70729,-1
731,70730,-1
732,70731,-1
733,70732,-1
734,70733,-1
735,70734,-1
736,70735,-1
737,70736,-1
738,70737,-1
739,70738,-1
740,70739,-1
741,70740,-1
742,70741,-1
743,70742,-1
744,70743,-1
745,70744,-1
746,70745,-1
747,70746,-1
748,70747,-1
749,70748,-1
750,70749,-1
751,70750,-1
752,70751,-1
753,70752,-1
754,70753,-1
755,70754,-1
756,70755,-1
757,70756,-1
758,70757,-1
759,70758,-1
760,70759,-1
761,70760,-1
762,70761,-1
763,70762,-1
764,70763,-1
765,70764,-1
766,70765,-1
767,70766,-1
768,70767,-1
769,70768,-1
770,70769,-1
771,70770,-1
772,70771,-1
773,70772,-1
774,70773,-1
775,70774,-1
776,70775,-1
777,70776,-1
778,70777,-1
779,70778,-1
780,70779,-1
781,70780,-1
782,70781,-1
783,70782,-1
784,70783,-1
785,70784,-1
786,70785,-1
787,70786,-1
788,70787,-1
789,70788,-1
790,70789,-1
791,70790,-1
792,70791,-1
793,70792,-1
794,70793,-1
795,70794,-1
796,70795,-1
797,70796,-1
798,70797,-1
799,70798,-1
800,70799,-1
801,70800,-1
802,70801,-1
803,70802,-1
804,70803,-1
805,70804,-1
806,70805,-1
807,70806,-1
808,70807,-1
809,70808,-1
810,70809,-1
811,70810,-1
812,70811,-1
813,70812,-1
814,70813,-1
815,70814,-1
816,70815,-1
817,70816,-1
818,70817,-1
819,70818,-1
820,70819,-1
821,70820,-1
822,70821,-1
823,70822,-1
824,70823,-1
825,70824,-1
826,70825,-1
827,70826,-1
828,70827,-1
829,70828,-1
830,70829,-1
831,70830,-1
832,70831,-1
833,70832,-1
834,70833,-1
835,70834,-1
836,70835,-1
837,70836,-1
838,70837,-1
839,70838,-1
840,70839,-1
841,70840,-1
842,70841,-1
843,70842,-1
844,70843,-1
845,70844,-1
846,70845,-1
847,70846,-1
848,70847,-1
849,70848,-1
850,70849,-1
851,70850,-1
852,70851,-1
853,70852,-1
854,70853,-1
855,70854,-1
856,70855,-1
857,70856,-1
858,70857,-1
859,70858,-1
860,70859,-1
861,70860,-1
862,70861,-1
863,70862,-1
864,70863,-1
865,70864,-1
866,70865,-1
867,70866,-1
868,70867,-1
869,70868,-1
870,70869,-1
871,70870,-1
872,70871,-1
873,70872,-1
874,70873,-1
875,70874,-1
876,70875,-1
877,70876,-1
878,70877,-1
879,70878,-1
880,70879,-1
881,70880,-1
882,70881,-1
883,70882,-1
884,70883,-1
885,70884,-1
886,70885,-1
887,70886,-1
888,70887,-1
889,70888,-1
890,70889,-1
891,70890,-1
892,70891,-1
893,70892,-1
894,70893,-1
895,70894,-1
896,70895,-1
897,70896,-1
898,70897,-1
899,70898,-1
900,70899,-1
901,70900,-1
902,70901,-1
903,70902,-1
904,70903,-1
905,70904,-1
906,70905,-1
907,70906,-1
908,70907,-1
909,70908,-1
910,70909,-1
911,70910,-1
912,70911,-1
913,70912,-1
914,70913,-1
915,70914,-1
916,70915,-1
917,70916,-1
918,70917,-1
919,70918,-1
920,70919,-1
921,70920,-1
922,70921,-1
923,70922,-1
924,70923,-1
925,70924,-1
926,70925,-1
927,70926,-1
928,70927,-1
929,70928,-1
930,70929,-1
931,70930,-1
932,70931,-1
933,70932,-1
934,70933,-1
935,70934,-1
936,70935,-1
937,70936,-1
938,70937,-1
939,70938,-1
940,70939,-1
941,70940,-1
942,70941,-1
943,70942,-1
944,70943,-1
945,70944,-1
946,70945,-1
947,70946,-1
948,70947,-1
949,70948,-1
950,70949,-1
951,70950,-1
952,70951,-1
953,70952,-1
954,70953,-1
955,70954,-1
956,70955,-1
957,70956,-1
958,70957,-1
959,70958,-1
960,70959,-1
961,70960,-1
962,70961,-1
963,70962,-1
964,70963,-1
965,70964,-1
966,70965,-1
967,70966,-1
968,70967,-1
969,70968,-1
970,70969,-1
971,70970,-1
972,70971,-1
973,70972,-1
974,70973,-1
975,70974,-1
976,70975,-1
977,70976,-1
978,70977,-1
979,70978,-1
980,70979,-1
981,70980,-1
982,70981,-1
983,70982,-1
984,70983,-1
985,70984,-1
986,70985,-1
987,70986,-1
988,70987,-1
989,70988,-1
990,70989,-1
991,70990,-1
992,70991,-1
993,70992,-1
994,70993,-1
995,70994,-1
996,70995,-1
997,70996,-1
998,70997,-1
999,70998,-1
1000,70999,-1
1001,71000,-1
1002,71001,-1
1003,71002,-1
1004,71003,-1
1005,71004,-1
1006,71005,-1
1007,71006,-1
1008,71007,-1
1009,71008,-1
1010,71009,-1
1011,71010,-1
1012,71011,-1
1013,71012,-1
1014,71013,-1
1015,71014,-1
1016,71015,-1
1017,71016,-1
1018,71017,-1
1019,71018,-1
1020,71019,-1
1021,71020,-1
1022,71021,-1
1023,71022,-1
1024,71023,-1
1025,71024,-1
1026,71025,-1
1027,71026,-1
1028,71027,-1
1029,71028,-1
1030,71029,-1
1031,71030,-1
1032,71031,-1
1033,71032,-1
1034,71033,-1
1035,71034,-1
1036,71035,-1
1037,71036,-1
1038,71037,-1
1039,71038,-1
1040,71039,-1
1041,71040,-1
1042,71041,-1
1043,71042,-1
1044,71043,-1
1045,71044,-1
1046,71045,-1
1047,71046,-1
1048,71047,-1
1049,71048,-1
1050,71049,-1
1051,71050,-1
1052,71051,-1
1053,71052,-1
1054,71053,-1
1055,71054,-1
1056,71055,-1
1057,71056,-1
1058,71057,-1
1059,71058,-1
1060,71059,-1
1061,71060,-1
1062,71061,-1
1063,71062,-1
1064,71063,-1
1065,71064,-1
1066,71065,-1
1067,71066,-1
1068,71067,-1
1069,71068,-1
1070,71069,-1
1071,71070,-1
1072,71071,-1
1073,71072,-1
1074,71073,-1
1075,71074,-1
1076,71075,-1
1077,71076,-1
1078,71077,-1
1079,71078,-1
1080,71079,-1
1081,71080,-1
1082,71081,-1
1083,71082,-1
1084,71083,-1
1085,71084,-1
1086,71085,-1
1087,71086,-1
1088,71087,-1
1089,71088,-1
1090,71089,-1
1091,71090,-1
1092,71091,-1
1093,71092,-1
1094,71093,-1
1095,71094,-1
1096,71095,-1
1097,71096,-1
1098,71097,-1
1099,71098,-1
1100,71099,-1
1101,71100,-1
1102,71101,-1
1103,71102,-1
1104,71103,-1
1105,71104,-1
1106,71105,-1
1107,71106,-1
1108,71107,-1
1109,71108,-1
1110,71109,-1
1111,71110,-1
1112,71111,-1
1113,71112,-1
1114,71113,-1
1115,71114,-1
1116,71115,-1
1117,71116,-1
1118,71117,-1
1119,71118,-1
1120,71119,-1
1121,71120,-1
1122,71121,-1
1123,71122,-1
1124,71123,-1
1125,71124,-1
1126,71125,-1
1127,71126,-1
1128,71127,-1
1129,71128,-1
1130,71129,-1
1131,71130,-1
1132,71131,-1
1133,71132,-1
1134,71133,-1
1135,71134,-1
1136,71135,-1
1137,71136,-1
1138,71137,-1
1139,71138,-1
1140,71139,-1
1141,71140,-1
1142,71141,-1
1143,71142,-1
1144,71143,-1
1145,71144,-1
1146,71145,-1
1147,71146,-1
1148,71147,-1
1149,71148,-1
1150,71149,-1
1151,71150,-1
1152,71151,-1
1153,71152,-1
1154,71153,-1
1155,71154,-1
1156,71155,-1
1157,71156,-1
1158,71157,-1
1159,71158,-1
1160,71159,-1
1161,71160,-1
1162,71161,-1
1163,71162,-1
1164,71163,-1
1165,71164,-1
1166,71165,-1
1167,71166,-1
1168,71167,-1
1169,71168,-1
1170,71169,-1
1171,71170,-1
1172,71171,-1
1173,71172,-1
1174,71173,-1
1175,71174,-1
1176,71175,-1
1177,71176,-1
1178,71177,-1
1179,71178,-1
1180,71179,-1
1181,71180,-1
1182,71181,-1
1183,71182,-1
1184,71183,-1
1185,71184,-1
1186,71185,-1
1187,71186,-1
1188,71187,-1
1189,71188,-1
1190,71189,-1
1191,71190,-1
1192,71191,-1
1193,71192,-1
1194,71193,-1
1195,71194,-1
1196,71195,-1
1197,71196,-1
1198,71197,-1
1199,71198,-1
1200,71199,-1
1201,71200,-1
1202,71201,-1
1203,71202,-1
1204,71203,-1
1205,71204,-1
1206,71205,-1
1207,71206,-1
1208,71207,-1
1209,71208,-1
1210,71209,-1
1211,71210,-1
1212,71211,-1
1213,71212,-1
1214,71213,-1
1215,71214,-1
1216,71215,-1
1217,71216,-1
1218,71217,-1
1219,71218,-1
1220,71219,-1
1221,71220,-1
1222,71221,-1
1223,71222,-1
1224,71223,-1
1225,71224,-1
1226,71225,-1
1227,71226,-1
1228,71227,-1
1229,71228,-1
1230,71229,-1
1231,71230,-1
1232,71231,-1
1233,71232,-1
1234,71233,-1
1235,71234,-1
1236,71235,-1
1237,71236,-1
1238,71237,-1
1239,71238,-1
1240,71239,-1
1241,71240,-1
1242,71241,-1
1243,71242,-1
1244,71243,-1
1245,71244,-1
1246,71245,-1
1247,71246,-1
1248,71247,-1
1249,71248,-1
1250,71249,-1
1251,71250,-1
1252,71251,-1
1253,71252,-1
1254,71253,-1
1255,71254,-1
1256,71255,-1
1257,71256,-1
1258,71257,-1
1259,71258,-1
1260,71259,-1
1261,71260,-1
1262,71261,-1
1263,71262,-1
1264,71263,-1
1265,71264,-1
1266,71265,-1
1267,71266,-1
1268,71267,-1
1269,71268,-1
1270,71269,-1
1271,71270,-1
1272,71271,-1
1273,71272,-1
1274,71273,-1
1275,71274,-1
1276,71275,-1
1277,71276,-1
1278,71277,-1
1279,71278,-1
1280,71279,-1
1281,71280,-1
1282,71281,-1
1283,71282,-1
1284,71283,-1
1285,71284,-1
1286,71285,-1
1287,71286,-1
1288,71287,-1
1289,71288,-1
1290,71289,-1
1291,71290,-1
1292,71291,-1
1293,71292,-1
1294,71293,-1
1295,71294,-1
1296,71295,-1
1297,71296,-1
1298,71297,-1
1299,71298,-1
1300,71299,-1
1301,71300,-1
1302,71301,-1
1303,71302,-1
1304,71303,-1
1305,71304,-1
1306,71305,-1
1307,71306,-1
1308,71307,-1
1309,71308,-1
1310,71309,-1
1311,71310,-1
1312,71311,-1
1313,71312,-1
1314,71313,-1
1315,71314,-1
1316,71315,-1
1317,71316,-1
1318,71317,-1
1319,71318,-1
1320,71319,-1
1321,71320,-1
1322,71321,-1
1323,71322,-1
1324,71323,-1
1325,71324,-1
1326,71325,-1
1327,71326,-1
1328,71327,-1
1329,71328,-1
1330,71329,-1
1331,71330,-1
1332,71331,-1
1333,71332,-1
1334,71333,-1
1335,71334,-1
1336,71335,-1
1337,71336,-1
1338,71337,-1
1339,71338,-1
1340,71339,-1
1341,71340,-1
1342,71341,-1
1343,71342,-1
1344,71343,-1
1345,71344,-1
1346,71345,-1
1347,71346,-1
1348,71347,-1
1349,71348,-1
1350,71349,-1
1351,71350,-1
1352,71351,-1
1353,71352,-1
1354,71353,-1
1355,71354,-1
1356,71355,-1
1357,71356,-1
1358,71357,-1
1359,71358,-1
1360,71359,-1
1361,71360,-1
1362,71361,-1
1363,71362,-1
1364,71363,-1
1365,71364,-1
1366,71365,-1
1367,71366,-1
1368,71367,-1
1369,71368,-1
1370,71369,-1
1371,71370,-1
1372,71371,-1
1373,71372,-1
1374,71373,-1
1375,71374,-1
1376,71375,-1
1377,71376,-1
1378,71377,-1
1379,71378,-1
1380,71379,-1
1381,71380,-1
1382,71381,-1
1383,71382,-1
1384,71383,-1
1385,71384,-1
1386,71385,-1
1387,71386,-1
1388,71387,-1
1389,71388,-1
1390,71389,-1
1391,71390,-1
1392,71391,-1
1393,71392,-1
1394,71393,-1
1395,71394,-1
1396,71395,-1
1397,71396,-1
1398,71397,-1
1399,71398,-1
1400,71399,-1
1401,71400,-1
1402,71401,-1
1403,71402,-1
1404,71403,-1
1405,71404,-1
1406,71405,-1
1407,71406,-1
1408,71407,-1
1409,71408,-1
1410,71409,-1
1411,71410,-1
1412,71411,-1
1413,71412,-1
1414,71413,-1
1415,71414,-1
1416,71415,-1
1417,71416,-1
1418,71417,-1
1419,71418,-1
1420,71419,-1
1421,71420,-1
1422,71421,-1
1423,71422,-1
1424,71423,-1
1425,71424,-1
1426,71425,-1
1427,71426,-1
1428,71427,-1
1429,71428,-1
1430,71429,-1
1431,71430,-1
1432,71431,-1
1433,71432,-1
1434,71433,-1
1435,71434,-1
1436,71435,-1
1437,71436,-1
1438,71437,-1
1439,71438,-1
1440,71439,-1
1441,71440,-1
1442,71441,-1
1443,71442,-1
1444,71443,-1
1445,71444,-1
1446,71445,-1
1447,71446,-1
1448,71447,-1
1449,71448,-1
1450,71449,-1
1451,71450,-1
1452,71451,-1
1453,71452,-1
1454,71453,-1
1455,71454,-1
1456,71455,-1
1457,71456,-1
1458,71457,-1
1459,71458,-1
1460,71459,-1
1461,71460,-1
1462,71461,-1
1463,71462,-1
1464,71463,-1
1465,71464,-1
1466,71465,-1
1467,71466,-1
1468,71467,-1
1469,71468,-1
1470,71469,-1
1471,71470,-1
1472,71471,-1
1473,71472,-1
1474,71473,-1
1475,71474,-1
1476,71475,-1
1477,71476,-1
1478,71477,-1
1479,71478,-1
1480,71479,-1
1481,71480,-1
1482,71481,-1
1483,71482,-1
1484,71483,-1
1485,71484,-1
1486,71485,-1
1487,71486,-1
1488,71487,-1
1489,71488,-1
1490,71489,-1
1491,71490,-1
1492,71491,-1
1493,71492,-1
1494,71493,-1
1495,71494,-1
1496,71495,-1
1497,71496,-1
1498,71497,-1
1499,71498,-1
1500,71499,-1
1501,71500,-1
1502,71501,-1
1503,71502,-1
1504,71503,-1
1505,71504,-1
1506,71505,-1
1507,71506,-1
1508,71507,-1
1509,71508,-1
1510,71509,-1
1511,71510,-1
1512,71511,-1
1513,71512,-1
1514,71513,-1
1515,71514,-1
1516,71515,-1
1517,71516,-1
1518,71517,-1
1519,71518,-1
1520,71519,-1
1521,71520,-1
1522,71521,-1
1523,71522,-1
1524,71523,-1
1525,71524,-1
1526,71525,-1
1527,71526,-1
1528,71527,-1
1529,71528,-1
1530,71529,-1
1531,71530,-1
1532,71531,-1
1533,71532,-1
1534,71533,-1
1535,71534,-1
1536,71535,-1
1537,71536,-1
1538,71537,-1
1539,71538,-1
1540,71539,-1
1541,71540,-1
1542,71541,-1
1543,71542,-1
1544,71543,-1
1545,71544,-1
1546,71545,-1
1547,71546,-1
1548,71547,-1
1549,71548,-1
1550,71549,-1
1551,71550,-1
1552,71551,-1
1553,71552,-1
1554,71553,-1
1555,71554,-1
1556,71555,-1
1557,71556,-1
1558,71557,-1
1559,71558,-1
1560,71559,-1
1561,71560,-1
1562,71561,-1
1563,71562,-1
1564,71563,-1
1565,71564,-1
1566,71565,-1
1567,71566,-1
1568,71567,-1
1569,71568,-1
1570,71569,-1
1571,71570,-1
1572,71571,-1
1573,71572,-1
1574,71573,-1
1575,71574,-1
1576,71575,-1
1577,71576,-1
1578,71577,-1
1579,71578,-1
1580,71579,-1
1581,71580,-1
1582,71581,-1
1583,71582,-1
1584,71583,-1
1585,71584,-1
1586,71585,-1
1587,71586,-1
1588,71587,-1
1589,71588,-1
1590,71589,-1
1591,71590,-1
1592,71591,-1
1593,71592,-1
1594,71593,-1
1595,71594,-1
1596,71595,-1
1597,71596,-1
1598,71597,-1
1599,71598,-1
1600,71599,-1
1601,71600,-1
1602,71601,-1
1603,71602,-1
1604,71603,-1
1605,71604,-1
1606,71605,-1
1607,71606,-1
1608,71607,-1
1609,71608,-1
1610,71609,-1
1611,71610,-1
1612,71611,-1
1613,71612,-1
1614,71613,-1
1615,71614,-1
1616,71615,-1
1617,71616,-1
1618,71617,-1
1619,71618,-1
1620,71619,-1
1621,71620,-1
1622,71621,-1
1623,71622,-1
1624,71623,-1
1625,71624,-1
1626,71625,-1
1627,71626,-1
1628,71627,-1
1629,71628,-1
1630,71629,-1
1631,71630,-1
1632,71631,-1
1633,71632,-1
1634,71633,-1
1635,71634,-1
1636,71635,-1
1637,71636,-1
1638,71637,-1
1639,71638,-1
1640,71639,-1
1641,71640,-1
1642,71641,-1
1643,71642,-1
1644,71643,-1
1645,71644,-1
1646,71645,-1
1647,71646,-1
1648,71647,-1
1649,71648,-1
1650,71649,-1
1651,71650,-1
1652,71651,-1
1653,71652,-1
1654,71653,-1
1655,71654,-1
1656,71655,-1
1657,71656,-1
1658,71657,-1
1659,71658,-1
1660,71659,-1
1661,71660,-1
1662,71661,-1
1663,71662,-1
